English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
before,prima,/prima/,You should think before answering.,Dovreste pensare prima di rispondere.,/dovreste pensare prima dɪ rispondere./,A1,Grammar,"A1,Grammar",
behind,dietro,/djɛtro/,The figure was behind him.,La figura era alle sue spalle.,/la fiɡura ɛra alle sʊe spalle./,A1,Grammar,"A1,Grammar",
below,sotto,/sotːo/,Are you below or above?,Siete sotto o sopra?,/sjete sotːo o sopra?/,A1,Grammar,"A1,Grammar",
between,tra,/tra/,What malice was between you?,Quale malizia c'era tra voi?,/kwale malitsia tʃɛra tra voi?/,A1,Grammar,"A1,Grammar",
big,grande,/ɡrande/,Was he as big as this?,Era così grande?,/ɛra kozi ɡrande?/,A1,Grammar,"A1,Grammar",
blue,blu,/blu/,"He is Blue, I think?","E' blu, credo?","/e blu, krɛdo?/",A1,Grammar,"A1,Grammar",
bone,osso,/ɔsso/,Of his bones are coral made.,Le sue ossa sono fatte di corallo.,/le sʊe ossa sono fatːe dɪ korallo./,A1,Grammar,"A1,Grammar",
both,entrambi,/entrambɪ/,They were both buried to-day.,Entrambi sono stati sepolti oggi.,/entrambɪ sono statɪ sepoltɪ ɔdʒːɪ./,A1,Grammar,"A1,Grammar",
bright,luminoso,/lʊminozo/,This was a bright idea.,È stata un'idea brillante.,/e stata ʊnidɛa brillante./,A1,Grammar,"A1,Grammar",
broken,rotto,/rotːo/,It was first broken by Mrs.,È stato rotto per la prima volta da Mrs.,/e stato rotːo per la prima vɔlta da ɛmmeɛrɾeɛsse./,A1,Grammar,"A1,Grammar",
bus,autobus,/aːʊtobʊs/,"We came back to town quietly, taking a ’bus to Hyde Park Corner.","Tornammo in città con calma, prendendo un autobus per Hyde Park Corner.","/tornammo in tʃitːa kon kalma, prendɛndo ʊn aːʊtobʊs per ide park kɔrner./",A1,Grammar,"A1,Grammar",
business,attività commerciale,/atːivita kommertʃale/,"You come on business, sir.","Lei è venuto per affari, signore.","/lɛi e venuto per affarɪ, siɲore./",A1,Grammar,"A1,Grammar",
busy,occupato,/okːʊpato/,"You are not busy, Mr.","Lei non è occupato, signor","/lɛi non e okːʊpato, siɲor/",A1,Grammar,"A1,Grammar",
but,ma,/ma/,But he is still alive.,Ma è ancora vivo.,/ma e ankora vivo./,A1,Grammar,"A1,Grammar",
by,da,/da/,Could I live by it?,Potrei vivere in base ad essa?,/potrɛi vivere in baze ad essa?/,A1,Grammar,"A1,Grammar",
camp,campo,/kampo/,"Very, ’ said the gentleman with the camp-stool.","Molto"", disse il signore con lo sgabello.","/molto"", disse il siɲore kon lo zɡabɛllo./",A1,Grammar,"A1,Grammar",
care,cura,/kura/,Do you care for nuts?,Le piacciono le noci?,/le pjatʃːono le notʃɪ?/,A1,Grammar,"A1,Grammar",
careful,attento,/atːɛnto/,For Heaven’s sake be careful!,"Per l'amor del cielo, fate attenzione!","/per lamor del tʃɛlo, fate atːentsione!/",A1,Grammar,"A1,Grammar",
carefully,con attenzione,/kon atːentsione/,They give a gift carefully.,Fanno un regalo con attenzione.,/fanno ʊn reɡalo kon atːentsione./,A1,Grammar,"A1,Grammar",
cheap,economico,/ekonɔmiko/,"Darkness is cheap, and Scrooge liked it.",L'oscurità è a buon mercato e a Scrooge piaceva.,/loskʊrita e a bwɔn merkato e a skroodʒe pjatʃɛva./,A1,Grammar,"A1,Grammar",
clean,pulire,/pʊlire/,It was necessary to keep clean.,Era necessario mantenere la pulizia.,/ɛra netʃessario mantenɛre la pʊlitsia./,A1,Grammar,"A1,Grammar",
clever,intelligente,/intellidʒɛnte/,Yes--she is a clever girl.,"Sì, è una ragazza intelligente.","/siː, e ʊna raɡatsːa intellidʒɛnte./",A1,Grammar,"A1,Grammar",
closed,chiuso,/kjuzo/,It was closed and dark.,Era chiuso e buio.,/ɛra kjuzo e buːjo./,A1,Grammar,"A1,Grammar",
cloudy,nuvoloso,/nʊvolozo/,The night was growing cloudy and dark.,La notte si stava facendo nuvolosa e buia.,/la nɔtːe sɪ stava fatʃɛndo nʊvoloza e buja./,A1,Grammar,"A1,Grammar",
cold,freddo,/fredːo/,The cold is merely nothing.,Il freddo non è nulla.,/il fredːo non e nulla./,A1,Grammar,"A1,Grammar",
common,comune,/komune/,"Ay, madam, it is common.","Sì, signora, è comune.","/siː, siɲora, e komune./",A1,Grammar,"A1,Grammar",
complete,completo,/komplɛto/,And what is complete understanding?,E che cos'è la comprensione completa?,/e ke kozɛ la komprensjone komplɛta?/,A1,Grammar,"A1,Grammar",
cool,fresco,/fresko/,The garden was cool and solitary.,Il giardino era fresco e solitario.,/il dʒardino ɛra fresko e solitario./,A1,Grammar,"A1,Grammar",
correct,corretto,/korɾɛtːo/,She was correct as usual.,"Aveva ragione, come al solito.","/aveva radʒoːne, kome al sɔlito./",A1,Grammar,"A1,Grammar",
culture,cultura,/kʊltura/,The Buddha did not live in a Buddhist culture.,Il Buddha non visse in una cultura buddista.,/il budːa non visse in ʊna kʊltura bʊdːista./,A1,Grammar,"A1,Grammar",
cute,carino,/karino/,"I was very cute, I asked him what he meant.",Ero molto carino e gli chiesi cosa intendesse.,/ɛro molto karino e ʎɪ kjɛzɪ kɔza intendɛsse./,A1,Grammar,"A1,Grammar",
dangerous,pericoloso,/perikolozo/,"Because it’s dangerous, ” says she.","Perché è pericoloso"", dice lei.","/perke e perikolozo"", ditʃe lɛi./",A1,Grammar,"A1,Grammar",
different,diverso,/divɛrso/,"But, Art, this is different.","Ma, Art, questo è diverso.","/ma, art, kwesto ɛ divɛrso./",A1,Grammar,"A1,Grammar",
difficult,difficile,/diffitʃile/,She will find it difficult.,Per lei sarà difficile.,/per lɛi saɾa diffitʃile./,A1,Grammar,"A1,Grammar",
dirty,sporco,/spɔrko/,It was a very dirty place.,Era un posto molto sporco.,/ɛra ʊn posto molto spɔrko./,A1,Grammar,"A1,Grammar",
downstairs,al piano di sotto,/al pjano dɪ sotːo/,"He goes downstairs, and Mr.",Scende al piano di sotto e Mr.,/ʃɛnde al pjano dɪ sotːo e ɛmmeɛrɾe./,A1,Grammar,"A1,Grammar",
due,dovuto,/dovuto/,To what is it due?,A cosa è dovuto?,/a kɔza e dovuto?/,A1,Grammar,"A1,Grammar",
each,ciascuno,/tʃaskuno/,They were handsomer each season.,Ogni stagione erano più belli.,/oɲɲɪ stadʒone ɛrano pjʊ bɛllɪ./,A1,Grammar,"A1,Grammar",
each,ciascuno,/tʃaskuno/,They were handsomer each season.,Ogni stagione erano più belli.,/oɲɲɪ stadʒone ɛrano pjʊ bɛllɪ./,A1,Grammar,"A1,Grammar",
ear,orecchio,/orekːio/,You have a quick ear.,Hai un orecchio veloce.,/aj ʊn orekːio velotʃe./,A1,Grammar,"A1,Grammar",
early,presto,/prɛsto/,"Oh, he was early there.","Oh, era in anticipo.","/oː, ɛra in antitʃipo./",A1,Grammar,"A1,Grammar",
easy,facile,/fatʃile/,To prove this is easy.,Dimostrarlo è facile.,/dimostrarlo e fatʃile./,A1,Grammar,"A1,Grammar",
either,o,/ɔː/,They could be called either.,Potrebbero essere chiamati in entrambi i modi.,/potrebːero ɛssere kjamatɪ in entrambɪ i mɔdɪ./,A1,Grammar,"A1,Grammar",
elementary,elementare,/elementare/,"It is a radical, a primitive impulse—elementary.","È un impulso radicale, primitivo, elementare.","/e ʊn impulso radikale, primitivo, elementare./",A1,Grammar,"A1,Grammar",
ever,mai,/maj/,Do I ever leave you?,Ti lascio mai?,/tɪ laʃo maj?/,A1,Grammar,"A1,Grammar",
every,ogni,/oɲɲɪ/,It is every way horrible!,E' orribile in tutti i sensi!,/e orɾibile in tutːɪ i sɛnsɪ!/,A1,Grammar,"A1,Grammar",
everyday,tutti i giorni,/tutːɪ i dʒornɪ/,How well might it be applied to our everyday existence.,Quanto potrebbe essere applicato alla nostra esistenza quotidiana.,/kwanto potrɛbːe ɛssere apːlikato alla nɔstra ezistɛntsa kwotidjana./,A1,Grammar,"A1,Grammar",
everywhere,ovunque,/ovunkwe/,Everywhere was variety in uniformity.,Ovunque c'era varietà nell'uniformità.,/ovunkwe tʃɛra varieta nellʊniformita./,A1,Grammar,"A1,Grammar",
excellent,eccellente,/etʃːellɛnte/,"Indeed, the dinner was excellent.","In effetti, la cena è stata eccellente.","/in effɛtːɪ, la tʃena e stata etʃːellɛnte./",A1,Grammar,"A1,Grammar",
excited,eccitato,/etʃːitato/,"He has kissed another, ’ gasped the excited manager.","Ha baciato un'altra"", esclamò il direttore eccitato.","/a batʃato ʊnaltra"", esklamɔ il diretːore etʃːitato./",A1,Grammar,"A1,Grammar",
exciting,eccitante,/etʃːitante/,This was at once exciting and a little disturbing.,Questo è stato allo stesso tempo eccitante e un po' inquietante.,/kwesto ɛ stato allo stesso tɛmpo etʃːitante e ʊn po inkwjetante./,A1,Grammar,"A1,Grammar",
expensive,costoso,/kostozo/,It’s inconvenient—and it comes expensive.,È scomodo e costa caro.,/e skɔmodo e kɔsta karo./,A1,Grammar,"A1,Grammar",
eye,occhio,/ɔkːio/,Could he believe his eyes!,Non poteva credere ai suoi occhi!,/non potɛva kredere aj sʊɔi ɔkːɪ!/,A1,Grammar,"A1,Grammar",
fair,equo,/ɛkwo/,"That’s the Fair, that is.",Questa è la Fiera.,/kwesta ɛ la fjɛra./,A1,Grammar,"A1,Grammar",
famous,famoso,/famozo/,They reflect: ‘I’m well-known and famous.,Riflettono: 'Sono conosciuto e famoso.,/rifletːono: sono konoʃuto e famozo./,A1,Grammar,"A1,Grammar",
fantastic,fantastico,/fantastiko/,"Our Pearl is a fitful and fantastic little elf, sometimes.","La nostra Perla è un piccolo folletto incostante e fantastico, a volte.","/la nɔstra pɛrla e ʊn pikːolo folletːo inkostante e fantastiko, a vɔlte./",A1,Grammar,"A1,Grammar",
far,lontano,/lontano/,What is the far shore?,Che cos'è la riva lontana?,/ke kozɛ la riva lontana?/,A1,Grammar,"A1,Grammar",
feel,sentire,/sentire/,And what does it feel?,E cosa si prova?,/e kɔza sɪ prɔva?/,A1,Grammar,"A1,Grammar",
feeling,sentimento,/sentimento/,We have no such feeling.,Non abbiamo questa sensazione.,/non abːjamo kwesta sensatsione./,A1,Grammar,"A1,Grammar",
few,pochi,/pɔkɪ/,That gentleman has few wishes.,Quel signore ha pochi desideri.,/kwel siɲore a pɔkɪ dɛzidɛːrɪ./,A1,Grammar,"A1,Grammar",
field,campo,/kampo/,They’re come from the field.,Vengono dal campo.,/veŋɡono dal kampo./,A1,Grammar,"A1,Grammar",
fine,fine,/fine/,Tim is a fine fellow.,Tim è un bravo ragazzo.,/tim e ʊn bravo raɡatsːo./,A1,Grammar,"A1,Grammar",
fly,mosca,/moska/,Oh whither shall I fly?,Dove volerò?,/dove voleɾɔ?/,A1,Grammar,"A1,Grammar",
focus,focus,/fokʊs/,You should focus on that.,Dovreste concentrarvi su questo.,/dovreste kontʃentrarvɪ sʊ kwesto./,A1,Grammar,"A1,Grammar",
foggy,nebbioso,/nebːjozo/,The night was dark and foggy.,La notte era buia e nebbiosa.,/la nɔtːe ɛra buja e nebːjɔza./,A1,Grammar,"A1,Grammar",
foreign,estero,/ɛstero/,His works have been translated into many foreign languages.,Le sue opere sono state tradotte in molte lingue straniere.,/le sʊe ɔpere sono state tradotːe in molte liŋɡwe straniɛre./,A1,Grammar,"A1,Grammar",
friendly,amichevole,/amikevole/,"Ve-ry friendly little party, are we not?","Un piccolo gruppo molto amichevole, non è vero?","/ʊn pikːolo ɡrupːo molto amikevole, non e vero?/",A1,Grammar,"A1,Grammar",
geography,geografia,/dʒeoɡrafia/,"(See Abulfeda and the Nubian geography, p.","(Cfr. Abulfeda e la geografia nubiana, pag.","/(tʃiɛffeɛrɾe. abʊlfeda e la dʒeoɡrafia nʊbjana, paɡ./",A1,Grammar,"A1,Grammar",
gift,regalo,/reɡalo/,They give a gift carefully.,Fanno un regalo con attenzione.,/fanno ʊn reɡalo kon atːentsione./,A1,Grammar,"A1,Grammar",
glad,contento,/kontɛnto/,"Glad of it, ’ said Dowler.","Ne sono felice"", ha detto Dowler.","/ne sono felitʃe"", a detːo dowlɛr./",A1,Grammar,"A1,Grammar",
goal,obiettivo,/objetːivo/,And they have achieved their heart’s goal.,E hanno raggiunto l'obiettivo del loro cuore.,/e anno radʒːunto lobjetːivo del lɔro kʊɔre./,A1,Grammar,"A1,Grammar",
gold,oro,/ɔro/,Tis iron—that I know—not gold.,È ferro - questo lo so - non oro.,/e fɛrɾo kwesto lo sɔ non ɔro./,A1,Grammar,"A1,Grammar",
good,buono,/bʊɔno/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,Grammar,"A1,Grammar",
good,buono,/bʊɔno/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,Grammar,"A1,Grammar",
good,buono,/bʊɔno/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,Grammar,"A1,Grammar",
good,buono,/bʊɔno/,It was all my foolish--a--a--good-morning!,È stato tutto il mio sciocco... un... buongiorno!,/e stato tutːo il mio ʃɔkːo... un... bʊondʒɔrno!/,A1,Grammar,"A1,Grammar",
grammar,grammatica,/ɡrammatika/,"He knew them word-by-word, and their grammar.",Li conosceva parola per parola e la loro grammatica.,/lɪ konoʃɛva paɾɔla per paɾɔla e la lɔro ɡrammatika./,A1,Grammar,"A1,Grammar",
group,gruppo,/ɡrupːo/,The group of thirteen is finished.,Il gruppo dei tredici è finito.,/il ɡrupːo deɪ treditʃɪ e finito./,A1,Grammar,"A1,Grammar",
habit,abitudine,/abitudine/,It was a habit of his.,Era una sua abitudine.,/ɛra ʊna sʊa abitudine./,A1,Grammar,"A1,Grammar",
handsome,bello,/bɛllo/,Is’t not a handsome gentleman?,Non è un bel gentiluomo?,/non e ʊn bɛl dʒentilʊɔmo?/,A1,Grammar,"A1,Grammar",
happy,felice,/felitʃe/,How happy we should be!,Come dovremmo essere felici!,/kome dovremmo ɛssere felitʃɪ!/,A1,Grammar,"A1,Grammar",
hard,duro,/duro/,They are hard at it.,Si impegnano a fondo.,/sɪ impɛɲano a fondo./,A1,Grammar,"A1,Grammar",
headache,mal di testa,/mal dɪ tɛsta/,Lucy had a headache and went early to bed.,Lucy aveva mal di testa ed è andata a letto presto.,/lusɪ aveva mal dɪ tɛsta ed e andata a lɛtːo prɛsto./,A1,Grammar,"A1,Grammar",
healthy,sano,/sano/,Its breath is pure and healthy.,Il suo respiro è puro e sano.,/il sʊo respiro e puro e sano./,A1,Grammar,"A1,Grammar",
high,alto,/alto/,The temperature is exceedingly high.,La temperatura è molto alta.,/la temperatura e molto alta./,A1,Grammar,"A1,Grammar",
home,casa,/kaza/,Newman had not been home.,Newman non era tornato a casa.,/newman non ɛra tornato a kaza./,A1,Grammar,"A1,Grammar",
hot,caldo,/kaldo/,Was the weather hot or cold?,Il clima era caldo o freddo?,/il klima ɛra kaldo o fredːo?/,A1,Grammar,"A1,Grammar",
however,tuttavia,/tʊtːavia/,"But, however, he did not.",Ma non l'ha fatto.,/ma non la fatːo./,A1,Grammar,"A1,Grammar",
hungry,affamato,/affamato/,You know I’m never hungry!,Lo sai che non ho mai fame!,/lo saj ke non o maj fame!/,A1,Grammar,"A1,Grammar",
hurt,ferito,/ferito/,"They can’t hurt you, man.","Non possono farti del male, amico.","/non pɔssono fartɪ del male, amiko./",A1,Grammar,"A1,Grammar",
important,importante,/importante/,This is an important subject.,Si tratta di un argomento importante.,/sɪ tratːa dɪ ʊn arɡomento importante./,A1,Grammar,"A1,Grammar",
inside,all'interno,/allintɛrno/,I have only taken places inside for two.,Ho preso posto all'interno solo per due persone.,/o prezo posto allintɛrno solo per due persone./,A1,Grammar,"A1,Grammar",
interest,interesse,/interɛsse/,Take an interest in life!,Interessatevi alla vita!,/interessatevɪ alla vita!/,A1,Grammar,"A1,Grammar",
interested,interessato,/interessato/,"I was interested, but not curious.","Ero interessato, ma non curioso.","/ɛro interessato, ma non kʊriozo./",A1,Grammar,"A1,Grammar",
interesting,interessante,/interessante/,The plot was most interesting.,La trama era molto interessante.,/la trama ɛra molto interessante./,A1,Grammar,"A1,Grammar",
it,esso,/esso/,It has given its life.,Ha dato la vita.,/a dato la vita./,A1,Grammar,"A1,Grammar",
its,il suo,/il suo/,It has given its life.,Ha dato la vita.,/a dato la vita./,A1,Grammar,"A1,Grammar",
jet,getto,/dʒɛtːo/,"Why, then, thou know’st what colour jet is of?","Perché, dunque, sai di che colore è il getto?","/perke, dunkwe, saj dɪ ke kolore e il dʒɛtːo?/",A1,Grammar,"A1,Grammar",
just,solo,/solo/,They are just the same.,Sono proprio uguali.,/sono prɔprio ʊɡwalɪ./,A1,Grammar,"A1,Grammar",
kind,tipo,/tipo/,He is a kind soul.,È un'anima gentile.,/e ʊnanima dʒentile./,A1,Grammar,"A1,Grammar",
kind,tipo,/tipo/,He is a kind soul.,È un'anima gentile.,/e ʊnanima dʒentile./,A1,Grammar,"A1,Grammar",
know,conoscere,/konoʃere/,Maybe you know he has?,Forse sai che l'ha fatto?,/forse saj ke la fatːo?/,A1,Grammar,"A1,Grammar",
large,grande,/ɡrande/,He has a large tongue.,Ha una lingua grande.,/a ʊna liŋɡwa ɡrande./,A1,Grammar,"A1,Grammar",
late,in ritardo,/in ritardo/,We may be too late.,Potrebbe essere troppo tardi.,/potrɛbːe ɛssere trɔpːo tardɪ./,A1,Grammar,"A1,Grammar",
later,più tardi,/pjʊ tardɪ/,I must find out later on.,Devo scoprirlo più tardi.,/dɛvo skoprirlo pjʊ tardɪ./,A1,Grammar,"A1,Grammar",
lazy,pigro,/piɡro/,A lazy individual is in decline.,Un individuo pigro è in declino.,/ʊn individʊo piɡro e in deklino./,A1,Grammar,"A1,Grammar",
left,sinistra,/sinistra/,Has your governess left you?,La tua governante ti ha lasciato?,/la tʊa ɡovernante tɪ a laʃato?/,A1,Grammar,"A1,Grammar",
like,come,/kome/,Mina would not like that.,A Mina non piacerebbe.,/a mina non pjatʃerɛbːe./,A1,Grammar,"A1,Grammar",
like,come,/kome/,Mina would not like that.,A Mina non piacerebbe.,/a mina non pjatʃerɛbːe./,A1,Grammar,"A1,Grammar",
like,come,/kome/,Mina would not like that.,A Mina non piacerebbe.,/a mina non pjatʃerɛbːe./,A1,Grammar,"A1,Grammar",
live,dal vivo,/dal vivo/,Could I live by it?,Potrei vivere in base ad essa?,/potrɛi vivere in baze ad essa?/,A1,Grammar,"A1,Grammar",
living,vivere,/vivere/,Has he been living with--?,Ha vissuto con...?,/a vissuto kon...?/,A1,Grammar,"A1,Grammar",
living,vivere,/vivere/,Has he been living with--?,Ha vissuto con...?,/a vissuto kon...?/,A1,Grammar,"A1,Grammar",
local,locale,/lokale/,Hitherto they had been local in their operations.,Finora le loro operazioni erano state locali.,/finora le lɔro operatsionɪ ɛrano state lokalɪ./,A1,Grammar,"A1,Grammar",
lonely,solitario,/solitario/,It was a lonely vigil.,È stata una veglia solitaria.,/e stata ʊna vɛʎa solitaria./,A1,Grammar,"A1,Grammar",
long,lungo,/luŋɡo/,It does not take long.,Non ci vuole molto.,/non tʃɪ vʊɔle molto./,A1,Grammar,"A1,Grammar",
lucky,fortunato,/fortʊnato/,You say I am lucky.,Lei dice che sono fortunato.,/lɛi ditʃe ke sono fortʊnato./,A1,Grammar,"A1,Grammar",
main,principale,/printʃipale/,"It’s the main point, ’ said Mr.","È il punto principale"", ha detto Mr.","/e il punto printʃipale"", a detːo ɛmmeɛrɾe./",A1,Grammar,"A1,Grammar",
many,molti,/moltɪ/,Are there many of them?,Ce ne sono molti?,/tʃe ne sono moltɪ?/,A1,Grammar,"A1,Grammar",
math,matematica,/matematika/,Ziri has to pass math.,Ziri deve superare la prova di matematica.,/dzirɪ dɛve sʊperare la prɔva dɪ matematika./,A1,Grammar,"A1,Grammar",
maybe,forse,/forse/,Maybe you know he has?,Forse sai che l'ha fatto?,/forse saj ke la fatːo?/,A1,Grammar,"A1,Grammar",
mean,media,/mɛdia/,I’ll know what it means!,Saprò cosa significa!,/saprɔ kɔza siɲifika!/,A1,Grammar,"A1,Grammar",
medicine,medicina,/meditʃina/,Have you been taking medicine?,Ha preso delle medicine?,/a prezo delle meditʃine?/,A1,Grammar,"A1,Grammar",
memory,memoria,/memɔria/,Have you a good memory?,Avete una buona memoria?,/avete ʊna bʊɔna memɔria?/,A1,Grammar,"A1,Grammar",
merry,allegro,/alleɡro/,"You are merry, my lord.","Siete allegro, mio signore.","/sjete alleɡro, mio siɲore./",A1,Grammar,"A1,Grammar",
mobile,mobile,/mɔbile/,I remember the lank yarb-doctor I saw once on a hospital-cot in Mobile.,Ricordo il dottore allampanato che vidi una volta su un lettino d'ospedale a Mobile.,/rikɔrdo il dotːore allampanato ke vidɪ ʊna vɔlta sʊ ʊn letːino dospedale a mɔbile./,A1,Grammar,"A1,Grammar",
mobile,mobile,/mɔbile/,I remember the lank yarb-doctor I saw once on a hospital-cot in Mobile.,Ricordo il dottore allampanato che vidi una volta su un lettino d'ospedale a Mobile.,/rikɔrdo il dotːore allampanato ke vidɪ ʊna vɔlta sʊ ʊn letːino dospedale a mɔbile./,A1,Grammar,"A1,Grammar",
most,più,/pju/,The plot was most interesting.,La trama era molto interessante.,/la trama ɛra molto interessante./,A1,Grammar,"A1,Grammar",
near,vicino,/vitʃino/,I was very near it.,Ci sono andato molto vicino.,/tʃɪ sono andato molto vitʃino./,A1,Grammar,"A1,Grammar",
never,mai,/maj/,You will never forget them.,Non li dimenticherete mai.,/non lɪ dimentikerete maj./,A1,Grammar,"A1,Grammar",
new,nuovo,/nʊɔvo/,They are new to me.,Sono nuovi per me.,/sono nʊɔvɪ per me./,A1,Grammar,"A1,Grammar",
next,prossimo,/prɔssimo/,Go on to the next.,Passare al successivo.,/passare al sʊtʃːessivo./,A1,Grammar,"A1,Grammar",
next,prossimo,/prɔssimo/,Go on to the next.,Passare al successivo.,/passare al sʊtʃːessivo./,A1,Grammar,"A1,Grammar",
nice,bello,/bɛllo/,"He is nice, ” exclaimed Lucy.","È simpatico"", esclamò Lucy.","/e simpatiko"", esklamɔ lusɪ./",A1,Grammar,"A1,Grammar",
not,non,/non/,I do not allow it.,Non lo permetto.,/non lo permetːo./,A1,Grammar,"A1,Grammar",
o'clock,ore,/ore/,In this way twelve o'clock came round.,In questo modo si arrivò alle dodici.,/in kwesto mɔdo sɪ arɾivɔ alle doditʃɪ./,A1,Grammar,"A1,Grammar",
off,spento,/spɛnto/,"Get off, I tell you.","Scendi, ti dico.","/ʃɛndɪ, tɪ diko./",A1,Grammar,"A1,Grammar",
often,spesso,/spesso/,As often as I can.,Il più spesso possibile.,/il pjʊ spesso possibile./,A1,Grammar,"A1,Grammar",
on,su,/su/,"You come on business, sir.","Lei è venuto per affari, signore.","/lɛi e venuto per affarɪ, siɲore./",A1,Grammar,"A1,Grammar",
