English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
corn,mais,/majs/,My corn-husker--does that ever give me insolence?,Il mio spaccalegna... mi ha mai dato dell'insolente?,/il mio spakːaleɲɲa... mɪ a maj dato dellinsolɛnte?/,A1,Food,"A1,Food",
course,corso,/korso/,What course do we pursue?,Quale strada seguire?,/kwale strada seɡwire?/,A1,Food,"A1,Food",
cream,crema,/krɛma/,What content of fat should cream contain?,Quale contenuto di grassi deve avere la panna?,/kwale kontenuto dɪ ɡrassɪ dɛve avere la panna?/,A1,Food,"A1,Food",
create,creare,/kreare/,This being you must create.,Questo essere si deve creare.,/kwesto ɛssere sɪ dɛve kreare./,A1,Food,"A1,Food",
cup,tazza,/tatsːa/,Fill till the cup be hid.,Riempire fino a coprire la tazza.,/riempire fino a koprire la tatsːa./,A1,Food,"A1,Food",
dancing,danza,/dantsa/,Saracco’s dancing-rooms were then much resorted to.,Le sale da ballo di Saracco erano allora molto frequentate.,/le sale da ballo dɪ saɾakːo ɛrano allora molto frekwentate./,A1,Food,"A1,Food",
delicious,delizioso,/delitsjozo/,The June weather was delicious.,Il clima di giugno è stato delizioso.,/il klima dɪ dʒuɲɲo e stato delitsjozo./,A1,Food,"A1,Food",
design,design,/dezaɪn/,It was a noble design.,Era un progetto nobile.,/ɛra ʊn prodʒɛtːo nɔbile./,A1,Food,"A1,Food",
did,fatto,/fatːo/,How did you get here?,Come sei arrivato qui?,/kome sɛi arɾivato kwi?/,A1,Food,"A1,Food",
diet,dieta,/djɛta/,"Fruit, by the bye, was all their diet.","La frutta, tra l'altro, era tutta la loro dieta.","/la frutːa, tra laltro, ɛra tutːa la lɔro djɛta./",A1,Food,"A1,Food",
dinner,cena,/tʃena/,I have come to dinner.,Sono venuto a cena.,/sono venuto a tʃena./,A1,Food,"A1,Food",
does,fa,/fa/,When does she come down?,Quando scende?,/kwando ʃɛnde?/,A1,Food,"A1,Food",
doing,facendo,/fatʃɛndo/,What have you been doing?,Che cosa hai fatto?,/ke kɔza aj fatːo?/,A1,Food,"A1,Food",
dream,sogno,/soɲɲo/,You don’t have bad dreams.,Non si fanno brutti sogni.,/non sɪ fanno brutːɪ soɲɲɪ./,A1,Food,"A1,Food",
dress,abito,/abito/,And how does a mendicant dress wounds?,E come si vestono le ferite di un mendicante?,/e kome sɪ vɛstono le ferite dɪ ʊn mendikante?/,A1,Food,"A1,Food",
drink,bevanda,/bevanda/,"Drink, drink; you must drink.","Bevete, bevete; dovete bere.","/bevete, bevete; dovete bere./",A1,Food,"A1,Food",
drive,guida,/ɡwida/,You may drive an easy bargain.,Potreste fare un affare facile.,/potrɛste fare ʊn affare fatʃile./,A1,Food,"A1,Food",
drop,goccia,/ɡotʃːa/,She will drop the acquaintance entirely.,Abbandonerà completamente la conoscenza.,/abːandoneɾa kompletamente la konoʃɛntsa./,A1,Food,"A1,Food",
drum,tamburo,/tamburo/,Why does the drum come hither?,Perché il tamburo viene qui?,/perke il tamburo vjɛne kwi?/,A1,Food,"A1,Food",
eat,mangiare,/mandʒare/,May the worthy Gotama eat!,Che il degno Gotama possa mangiare!,/ke il deɲɲo ɡotama pɔssa mandʒare!/,A1,Food,"A1,Food",
egg,uovo,/wɔvo/,This is called reproduction from an egg.,Si tratta della cosiddetta riproduzione da uovo.,/sɪ tratːa della kozidːetːa riprodʊtsione da wɔvo./,A1,Food,"A1,Food",
enjoy,godere,/ɡodere/,May you enjoy it too!,Che possa piacere anche a voi!,/ke pɔssa pjatʃere anke a voi!/,A1,Food,"A1,Food",
exercise,esercizio,/ezertʃitsio/,"Then there were reading exercises, and a spelling fight.",Poi ci sono stati esercizi di lettura e una gara di spelling.,/pɔi tʃɪ sono statɪ ezertʃitsɪ dɪ letːura e ʊna ɡaɾa dɪ spɛlliŋɡ./,A1,Food,"A1,Food",
farm,azienda agricola,/adzjɛnda aɡrikola/,"They are wanted in the farm, Mr.","Sono ricercati nella fattoria, Mr.","/sono ritʃerkatɪ nella fatːoria, ɛmmeɛrɾe./",A1,Food,"A1,Food",
fast,veloce,/velotʃe/,"It is coming fast, Jo.","Sta arrivando velocemente, Jo.","/sta arɾivando velotʃemente, dʒo./",A1,Food,"A1,Food",
fat,grasso,/ɡrasso/,It was the fat boy’s.,Era del ragazzo grasso.,/ɛra del raɡatsːo ɡrasso./,A1,Food,"A1,Food",
feed,alimentazione,/alimentatsione/,Who would the brahmins feed first?,Chi sfamano per primo i bramini?,/kɪ sfamano per primo i braminɪ?/,A1,Food,"A1,Food",
fill,riempire,/riempire/,Fill till the cup be hid.,Riempire fino a coprire la tazza.,/riempire fino a koprire la tatsːa./,A1,Food,"A1,Food",
find,trovare,/trovare/,Where did she find him?,Dove l'ha trovato?,/dove la trovato?/,A1,Food,"A1,Food",
finish,finitura,/finitura/,Shall that finish the jest?,Dobbiamo finire la barzelletta?,/dobːjamo finire la bardzelletːa?/,A1,Food,"A1,Food",
flight,volo,/volo/,Had they discovered our flight?,Avevano scoperto il nostro volo?,/avevano skopɛrto il nɔstro volo?/,A1,Food,"A1,Food",
follow,seguire,/seɡwire/,"You must follow him, Sam.","Devi seguirlo, Sam.","/dɛvɪ seɡwirlo, sam./",A1,Food,"A1,Food",
following,di seguito,/dɪ seːɡwito/,The experiment is the following.,L'esperimento è il seguente.,/lesperimento e il seɡwɛnte./,A1,Food,"A1,Food",
food,cibo,/tʃibo/,It has no food value.,Non ha valore alimentare.,/non a valore alimentare./,A1,Food,"A1,Food",
free,libero,/libero/,Are you free from slavery?,Siete liberi dalla schiavitù?,/sjete liberɪ dalla skjavitu?/,A1,Food,"A1,Food",
fruit,frutta,/frutːa/,Such is the mature fruit.,Questo è il frutto maturo.,/kwesto ɛ il frutːo maturo./,A1,Food,"A1,Food",
game,gioco,/dʒɔko/,This game was constantly playing.,Questo gioco era costantemente in corso.,/kwesto dʒɔko ɛra kostantemente in korso./,A1,Food,"A1,Food",
garden,giardino,/dʒardino/,May I see the garden?,Posso vedere il giardino?,/pɔsso vedere il dʒardino?/,A1,Food,"A1,Food",
get,ottenere,/otːenere/,How did you get here?,Come sei arrivato qui?,/kome sɛi arɾivato kwi?/,A1,Food,"A1,Food",
give,dare,/dare/,This gives rise to relishing.,Questo dà origine al piacere.,/kwesto da oridʒine al pjatʃere./,A1,Food,"A1,Food",
go,andare,/andare/,It goes to my heart.,Mi tocca il cuore.,/mɪ tokːa il kʊɔre./,A1,Food,"A1,Food",
grape,uva,/uva/,Thus grapes are carried at Cesena.,Così l'uva viene trasportata a Cesena.,/kozi luva vjɛne trasportata a tʃezɛna./,A1,Food,"A1,Food",
grow,crescere,/kreʃere/,She will still grow old.,Invecchierà comunque.,/invekːieɾa komunkwe./,A1,Food,"A1,Food",
had,avuto,/avuto/,Newman had not been home.,Newman non era tornato a casa.,/newman non ɛra tornato a kaza./,A1,Food,"A1,Food",
hamburger,hamburger,/amburɡer/,It was a hamburger of epic dimensions!,Era un hamburger di dimensioni epiche!,/ɛra ʊn amburɡer dɪ dimensjonɪ epike!/,A1,Food,"A1,Food",
has,ha,/a/,Maybe you know he has?,Forse sai che l'ha fatto?,/forse saj ke la fatːo?/,A1,Food,"A1,Food",
heart,cuore,/kʊɔre/,It goes to my heart.,Mi tocca il cuore.,/mɪ tokːa il kʊɔre./,A1,Food,"A1,Food",
hold,tenere,/tenere/,Will you hold your tongue--female?,"Vuoi tenere a freno la lingua, donna?","/vʊɔi tenere a freno la liŋɡwa, dɔnna?/",A1,Food,"A1,Food",
horse,cavallo,/kavallo/,Where shall you change horses?,Dove cambierete i cavalli?,/dove kambjerete i kavallɪ?/,A1,Food,"A1,Food",
ice,ghiaccio,/ɡjatʃːo/,I told that boy about the ice.,Ho detto a quel ragazzo del ghiaccio.,/o detːo a kwel raɡatsːo del ɡjatʃːo./,A1,Food,"A1,Food",
ice,ghiaccio,/ɡjatʃːo/,I told that boy about the ice.,Ho detto a quel ragazzo del ghiaccio.,/o detːo a kwel raɡatsːo del ɡjatʃːo./,A1,Food,"A1,Food",
imagine,immaginare,/immadʒinare/,"I should imagine not, indeed!",Immagino proprio di no!,/immadʒino prɔprio dɪ nɔ!/,A1,Food,"A1,Food",
improve,migliorare,/miʎorare/,"Do you know, Handel, he improves?","Sai, Handel, che migliora?","/saj, handel, ke miʎora?/",A1,Food,"A1,Food",
introduce,introdurre,/introdurɾe/,Do let me ask my partner to introduce you.,Lasciate che chieda al mio partner di presentarvi.,/laʃate ke kjeda al mio partner dɪ prezentarvɪ./,A1,Food,"A1,Food",
jacket,giacca,/dʒakːa/,You will wear the green velvet jacket?,Indosserà la giacca di velluto verde?,/indosseɾa la dʒakːa dɪ velluto verde?/,A1,Food,"A1,Food",
juice,succo di frutta,/sukːo dɪ frutːa/,Of what is grape juice mainly composed?,Di cosa è composto principalmente il succo d'uva?,/dɪ kɔza e komposto printʃipalmente il sukːo duva?/,A1,Food,"A1,Food",
keep,tenere,/tenere/,You had better keep ‘em.,È meglio che li tenga.,/e mɛʎo ke lɪ teŋɡa./,A1,Food,"A1,Food",
kill,uccidere,/ʊtʃːidere/,I think I’ll kill myself.,Penso che mi ucciderò.,/pɛnso ke mɪ ʊtʃːideɾɔ./,A1,Food,"A1,Food",
kiss,bacio,/batʃo/,I will kiss thy lips.,Bacerò le tue labbra.,/batʃeɾɔ le tʊe labːra./,A1,Food,"A1,Food",
leg,gamba,/ɡamba/,What a leg this is!,Che gamba è questa!,/ke ɡamba e kwesta!/,A1,Food,"A1,Food",
lunch,pranzo,/praŋdzo/,Lunch was a cheerful meal.,Il pranzo è stato un pasto allegro.,/il praŋdzo e stato ʊn pasto alleɡro./,A1,Food,"A1,Food",
make,fare,/fare/,What makes you a coward?,Cosa ti rende un codardo?,/kɔza tɪ rɛnde ʊn kodardo?/,A1,Food,"A1,Food",
meal,pasto,/pasto/,Come and eat a meal.,Venite a mangiare un pasto.,/venite a mandʒare ʊn pasto./,A1,Food,"A1,Food",
meat,carne,/karne/,Did you get the meat?,Hai preso la carne?,/aj prezo la karne?/,A1,Food,"A1,Food",
meet,incontrarsi,/inkontrarsɪ/,We may never meet again.,Potremmo non incontrarci mai più.,/potrɛmmo non inkontrartʃɪ maj pju./,A1,Food,"A1,Food",
meeting,riunione,/riʊnjone/,"In cities, do social meetings abound?",Nelle città abbondano gli incontri sociali?,/nelle tʃitːa abːɔndano ʎɪ inkontrɪ sotʃalɪ?/,A1,Food,"A1,Food",
milk,latte,/latːe/,And did you take milk?,E hai preso il latte?,/e aj prezo il latːe?/,A1,Food,"A1,Food",
mine,miniera,/miniɛra/,You might say where’s mine!,Potreste dire dov'è il mio!,/potrɛste dire dovɛ il mio!/,A1,Food,"A1,Food",
move,muoversi,/mʊoversɪ/,How can I move thee?,Come posso spostarti?,/kome pɔsso spostartɪ?/,A1,Food,"A1,Food",
must,mosto,/mosto/,"Rather, sir, I must say.","Piuttosto, signore, devo dire.","/pjʊtːɔsto, siɲore, dɛvo dire./",A1,Food,"A1,Food",
neck,collo,/kollo/,The noose was on his neck.,Il cappio era sul suo collo.,/il kapːio ɛra sʊl sʊo kollo./,A1,Food,"A1,Food",
need,necessità,/netʃessita/,I needs must wake her.,Devo svegliarla.,/dɛvo zveʎarla./,A1,Food,"A1,Food",
onion,cipolla,/tʃipolla/,Give the composition and dietetic value of onions.,Indicare la composizione e il valore dietetico delle cipolle.,/indikare la kompozitsione e il valore djetɛtiko delle tʃipolle./,A1,Food,"A1,Food",
orange,arancione,/aɾantʃone/,Give the general physical composition of oranges.,Indicare la composizione fisica generale delle arance.,/indikare la kompozitsione fizika dʒenerale delle aɾantʃe./,A1,Food,"A1,Food",
paint,vernice,/vernitʃe/,Blue paint is just the color for eyes.,La vernice blu è il colore giusto per gli occhi.,/la vernitʃe blu e il kolore dʒusto per ʎɪ ɔkːɪ./,A1,Food,"A1,Food",
painting,pittura,/pitːura/,To make good oil for painting.,Per ottenere un buon olio per la pittura.,/per otːenere ʊn bwɔn ɔlio per la pitːura./,A1,Food,"A1,Food",
pen,penna,/penna/,What pen can describe it?,Quale penna può descriverlo?,/kwale penna pʊɔ deskriverlo?/,A1,Food,"A1,Food",
pencil,matita,/matita/,"If he cannot use the pencil, a few written words will do.","Se non può usare la matita, basterà qualche parola scritta.","/se non pʊɔ ʊzare la matita, basteɾa kwalke paɾɔla skritːa./",A1,Food,"A1,Food",
pepper,pepe,/pepe/,White pepper has the black pericarp or hull removed.,Il pepe bianco viene privato del pericarpo nero o del mallo.,/il pepe bjanko vjɛne privato del perikarpo nero o del mallo./,A1,Food,"A1,Food",
pick,scegliere,/ʃeʎere/,"Pistol, did you pick Master Slender’s purse?","Pistola, hai scelto la borsa di Master Slender?","/pistɔla, aj ʃelto la borsa dɪ master zlendɛr?/",A1,Food,"A1,Food",
picnic,picnic,/piknik/,A turnout then for a picnic was indeed an event.,L'affluenza per un picnic è stata davvero un evento.,/lafflʊɛntsa per ʊn piknik e stata davvero ʊn evɛnto./,A1,Food,"A1,Food",
pizza,pizza,/pitsːa/,How many pizzas do we have left?,Quante pizze ci sono rimaste?,/kwante pitsːe tʃɪ sono rimaste?/,A1,Food,"A1,Food",
plan,piano,/pjano/,See plan in the appendix.,Si veda il piano in appendice.,/sɪ veda il pjano in apːenditʃe./,A1,Food,"A1,Food",
potato,patata,/patata/,Give the general composition of potatoes.,Indicare la composizione generale delle patate.,/indikare la kompozitsione dʒenerale delle patate./,A1,Food,"A1,Food",
practice,pratica,/pratika/,These are the three practices.,Queste sono le tre pratiche.,/kweste sono le tre pratike./,A1,Food,"A1,Food",
practise,esercitarsi,/ezertʃitarsɪ/,"Sirs, I will practise on this drunken man.","Signori, mi eserciterò su quest'uomo ubriaco.","/siɲorɪ, mɪ ezertʃiteɾɔ sʊ kwestwɔmo ʊbriako./",A1,Food,"A1,Food",
prepare,preparare,/prepaɾare/,"Moreover, we have something to prepare.","Inoltre, abbiamo qualcosa da preparare.","/inoltre, abːjamo kwalkɔza da prepaɾare./",A1,Food,"A1,Food",
project,progetto,/prodʒɛtːo/,Did he think of suspending his projects?,Ha pensato di sospendere i suoi progetti?,/a pensato dɪ sospɛndere i sʊɔi prodʒɛtːɪ?/,A1,Food,"A1,Food",
put,mettere,/metːere/,Where will you put me?,Dove mi metterete?,/dove mɪ metːerete?/,A1,Food,"A1,Food",
rabbit,coniglio,/koniʎo/,As if hell was built for rabbits!,Come se l'inferno fosse stato costruito per i conigli!,/kome se linfɛrno fosse stato kostrʊito per i koniʎɪ!/,A1,Food,"A1,Food",
ready,pronto,/pronto/,"She is ready, is she?","È pronta, vero?","/e pronta, vero?/",A1,Food,"A1,Food",
repeat,ripetizione,/ripetitsione/,You can’t repeat the past.,Non si può ripetere il passato.,/non sɪ pʊɔ ripetere il passato./,A1,Food,"A1,Food",
rose,rosa,/rɔza/,"You should, indeed, ” replied Rose.","Dovresti, infatti"", rispose Rose.","/dovrestɪ, infatːɪ"", rispoze rɔze./",A1,Food,"A1,Food",
run,corsa,/korsa/,Why do they run away?,Perché scappano?,/perke skapːano?/,A1,Food,"A1,Food",
salad,insalata,/insalata/,"We'll have lettuce, and make a salad.",Prendiamo la lattuga e facciamo un'insalata.,/prendjamo la latːuɡa e fatʃːamo ʊninsalata./,A1,Food,"A1,Food",
sandwich,panino,/panino/,I would recommend a hasty sandwich.,Consiglio un panino frettoloso.,/konsiʎo ʊn panino fretːolozo./,A1,Food,"A1,Food",
see,vedere,/vedere/,And did you see him?,E l'hai visto?,/e laj visto?/,A1,Food,"A1,Food",
short,breve,/brɛve/,There was a short pause.,C'è stata una breve pausa.,/tʃe stata ʊna brɛve paʊza./,A1,Food,"A1,Food",
shoulder,spalla,/spalla/,I have it on my shoulder.,Ce l'ho sulla spalla.,/tʃe lo sʊlla spalla./,A1,Food,"A1,Food",
sing,cantare,/kantare/,CAIUS Vat is you sing?,CAIUS Vat is you sing?,/kajʊs vat is joʊ siŋɡ?/,A1,Food,"A1,Food",
smoking,fumare,/fʊmare/,We went on smoking the cigars.,Continuammo a fumare i sigari.,/kontinʊammo a fʊmare i siɡarɪ./,A1,Food,"A1,Food",
soup,zuppa,/dzupːa/,Soup made of boiled parchment became a luxury.,La zuppa di pergamena bollita divenne un lusso.,/la dzupːa dɪ perɡamɛna bollita divɛnne ʊn lusso./,A1,Food,"A1,Food",
sugar,zucchero,/dzukːeɾo/,What are the dextrose sugars?,Quali sono gli zuccheri destrosio?,/kwalɪ sono ʎɪ dzukːeɾɪ destrozio?/,A1,Food,"A1,Food",
table,tavolo,/tavolo/,It were the Poison-bottle on table.,Era la bottiglia di veleno sul tavolo.,/ɛra la botːiʎa dɪ veleno sʊl tavolo./,A1,Food,"A1,Food",
take,prendere,/prɛndere/,Now--shall I take you in?,Ora... devo portarti dentro?,/ora... dɛvo portartɪ dentro?/,A1,Food,"A1,Food",
tea,tè,/tɛ/,I’ll come back to tea.,Tornerò per il tè.,/torneɾɔ per il tɛ./,A1,Food,"A1,Food",
think,pensare,/pensare/,I think I’ll kill myself.,Penso che mi ucciderò.,/pɛnso ke mɪ ʊtʃːideɾɔ./,A1,Food,"A1,Food",
throw,lancio,/lantʃo/,What did you throw in?,Cosa ci hai buttato dentro?,/kɔza tʃɪ aj bʊtːato dentro?/,A1,Food,"A1,Food",
tomato,pomodoro,/pomodɔro/,What are the principal compounds of tomatoes?,Quali sono i principali composti del pomodoro?,/kwalɪ sono i printʃipalɪ kompostɪ del pomodɔro?/,A1,Food,"A1,Food",
trip,viaggio,/vjadʒːo/,"Ever shall it in safety rest, Trip away.","Non potrà mai riposare in sicurezza, inciampare.","/non potra maj ripozare in sikʊretsːa, intʃampare./",A1,Food,"A1,Food",
try,provare,/provare/,"We will try, tomorrow morning.","Ci proveremo, domani mattina.","/tʃɪ proverɛmo, domanɪ matːina./",A1,Food,"A1,Food",
use,utilizzo,/ʊtilidzːo/,It was of no use.,Non è servito a nulla.,/non e servito a nulla./,A1,Food,"A1,Food",
vegetable,vegetale,/vedʒetale/,Will you take any other vegetables?,Prenderà altre verdure?,/prendeɾa altre verdure?/,A1,Food,"A1,Food",
want,desiderare,/deziderare/,And you really want one?,E ne vuoi davvero uno?,/e ne vʊɔi davvero uno?/,A1,Food,"A1,Food",
water,acqua,/akːwa/,"Did you say brandy-and-water, Sir?","Ha detto brandy e acqua, signore?","/a detːo brɛːndɪ e akːwa, siɲore?/",A1,Food,"A1,Food",
wine,vino,/vino/,Have we no wine here?,Non abbiamo vino qui?,/non abːjamo vino kwi?/,A1,Food,"A1,Food",
work,lavoro,/lavɔro/,The latter’s work was expeditious.,Il lavoro di quest'ultimo è stato rapido.,/il lavɔro dɪ kwestultimo e stato rapido./,A1,Food,"A1,Food",
write,scrivere,/skrivere/,You can write well now?,Riesci a scrivere bene ora?,/rieʃɪ a skrivere bɛne ora?/,A1,Food,"A1,Food",
yogurt,yogurt,/joɡʊrt/,He was eating frozen yogurt.,Stava mangiando uno yogurt gelato.,/stava mandʒando uno joɡʊrt dʒelato./,A1,Food,"A1,Food",
